"method","n","regret_mean","regret_se","near_optimal_mean","near_optimal_se","dose_distance_mean","dose_distance_se","rpsel_mean","rpsel_se","pmad_mean","pmad_se","unique_doses_mean","unique_doses_se","total_cost_mean","total_cost_se","n_replicates"
"AB-GP",114,0.0999515335428253,0.0049195421609373,0.885593220338983,0.00760752736138111,0.819645949045911,0.0109410589246113,0.179572916392764,0.00303865545918923,0.121240842473643,0.00335748702603016,16.7215496368039,0.100799914750962,364.823244552058,1.51199872126444,826
"AB-GP",116,0.0997923667551259,0.0049115063404492,0.888014527845036,0.00745680877472028,0.818345049813496,0.0112615997108122,0.174573876561047,0.00276500960081413,0.116033509228944,0.00308199070712003,16.8050847457627,0.101291235381234,368.076271186441,1.51936853071851,826
"AB-GP",118,0.0975794619514648,0.0048664273645957,0.88861985472155,0.00744318629905636,0.819412805275057,0.0111642741574968,0.173688889750485,0.00274814181994111,0.116194185344223,0.00305273387595881,16.8849878934625,0.10182914285195,371.274818401937,1.52743714277925,826
"AB-GP",120,0.0974501914242358,0.00496605567323981,0.88861985472155,0.00744318629905636,0.817986478901119,0.0113348021408657,0.172047336021529,0.00282513610037576,0.114972557030213,0.00312132555393752,16.9479418886199,0.102164996708824,374.219128329298,1.53247495063236,826
"CA-AB-GP",20,0.121966014344117,0.00661409936199433,0.939,0.00564010734036249,1.09226401043504,0.0100460270131693,0.537534590684709,0.00637762176262516,0.402178033799287,0.00825279941142039,5,0,95,0,1000
"CA-AB-GP",22,0.106610628917447,0.00574073345677638,0.9525,0.00495159249820381,1.06814306186058,0.00856209119943336,0.456560376500514,0.00569683891098127,0.33269060749446,0.00718703536566828,5.036,0.00589395781616553,97.54,0.0884093672424829,1000
"CA-AB-GP",24,0.0963491073732262,0.00512542664415569,0.9585,0.00469572143549847,1.05276008301121,0.00737386396629059,0.397125547202583,0.00505517347010158,0.282178736054527,0.00633273987983927,5.062,0.00939384076106489,99.93,0.140907611415973,1000
"CA-AB-GP",26,0.0930921507499234,0.00471218353478515,0.957,0.00481395618739662,1.03818042396969,0.00672513313079322,0.365607208426583,0.00497320410416308,0.25689895499162,0.0060549582040939,5.196,0.0150934360505424,103.94,0.226401540758135,1000
"CA-AB-GP",28,0.0878043622489154,0.00419333960147096,0.956,0.0048049024014112,1.02566061242287,0.00597990113257526,0.338468547365332,0.00457817944075406,0.236606377760407,0.00548292566251703,5.339,0.0202110733878111,108.085,0.303166100817167,1000
"CA-AB-GP",30,0.0977204006747982,0.00468489145868369,0.934,0.00605645776677099,1.02087040729256,0.00697617238668654,0.328502475171844,0.0047580443580934,0.229263518609314,0.00559250600714348,5.598,0.0253187092292841,113.97,0.379780638439262,1000
